Date,ProductId,Product,Product_Type,Product_Category,Sales,Profit,Margin,COGS,Total_Expenses,Marketing,Inventory,Budget_Profit,Budget_COGS,Budget_Margin,Budget_Sales,Area_Code,State,Market,Market_Size
03-01-2010,11,Darjeeling,Tea,Regular,213,91,126,87,35,24,756,80,50,90,140,415,California,West,Major Market
03-01-2010,12,Earl Grey,Tea,Regular,198,84,117,81,33,22,441,70,50,80,130,951,California,West,Major Market
03-01-2010,13,Green Tea,Tea,Regular,180,54,108,72,54,23,541,50,40,80,120,415,California,West,Major Market
03-01-2010,1,Amaretto,Coffee,Regular,125,-41,16,109,57,34,796,-30,130,20,150,925,California,West,Major Market
03-01-2010,2,Columbian,Coffee,Regular,675,259,405,270,146,94,2041,370,340,500,840,707,California,West,Major Market
03-01-2010,4,Caffe Latte,Espresso,Regular,43,31,43,0,12,0,731,30,0,40,40,775,Nevada,West,Small Market
03-01-2010,5,Caffe Mocha,Espresso,Regular,45,10,27,18,17,5,816,20,10,30,40,775,Nevada,West,Small Market
03-01-2010,6,Decaf Espresso,Espresso,Decaf,41,10,25,16,15,4,772,10,10,20,30,775,Nevada,West,Small Market
03-01-2010,3,Decaf Irish Cream,Coffee,Decaf,63,6,35,28,29,8,958,20,30,40,70,702,Nevada,West,Small Market
03-01-2010,8,Chamomile,Herbal Tea,Decaf,298,27,173,125,146,113,700,50,100,160,260,775,Nevada,West,Small Market
03-01-2010,9,Lemon,Herbal Tea,Decaf,367,119,213,154,94,50,829,120,130,190,320,702,Nevada,West,Small Market
03-01-2010,10,Mint,Herbal Tea,Decaf,267,102,158,109,56,34,585,110,90,140,230,702,Nevada,West,Small Market
03-01-2010,11,Darjeeling,Tea,Regular,567,212,324,243,112,80,1260,150,160,220,380,702,Nevada,West,Small Market
03-01-2010,12,Earl Grey,Tea,Regular,478,148,239,239,91,66,1417,110,150,170,320,702,Nevada,West,Small Market
03-01-2010,13,Green Tea,Tea,Regular,32,-340,-245,245,127,93,2449,-240,160,-160,0,775,Nevada,West,Small Market
03-01-2010,2,Columbian,Coffee,Regular,75,-4,42,33,46,12,190,10,40,50,90,702,Nevada,West,Small Market
03-01-2010,4,Caffe Latte,Espresso,Regular,129,15,71,58,56,22,325,20,50,70,120,541,Oregon,West,Small Market
03-01-2010,5,Caffe Mocha,Espresso,Regular,134,32,77,57,45,18,323,40,50,70,120,971,Oregon,West,Small Market
03-01-2010,6,Decaf Espresso,Espresso,Decaf,325,94,163,162,69,45,1059,100,150,160,310,971,Oregon,West,Small Market
03-01-2010,3,Decaf Irish Cream,Coffee,Decaf,121,34,72,49,38,15,351,60,60,90,150,503,Oregon,West,Small Market
03-01-2010,8,Chamomile,Herbal Tea,Decaf,92,33,55,37,22,10,768,50,30,50,80,541,Oregon,West,Small Market
03-01-2010,9,Lemon,Herbal Tea,Decaf,98,29,55,43,26,14,613,30,30,50,80,971,Oregon,West,Small Market
03-01-2010,11,Darjeeling,Tea,Regular,53,16,32,21,16,5,449,20,10,20,30,971,Oregon,West,Small Market
03-01-2010,12,Earl Grey,Tea,Regular,210,68,126,84,58,27,632,60,50,90,140,503,Oregon,West,Small Market
03-01-2010,13,Green Tea,Tea,Regular,214,74,125,89,51,27,481,60,50,90,140,541,Oregon,West,Small Market
03-01-2010,1,Amaretto,Coffee,Regular,125,-3,73,52,76,47,421,30,60,90,150,503,Oregon,West,Small Market
03-01-2010,2,Columbian,Coffee,Regular,149,24,87,62,63,20,385,60,70,110,180,503,Oregon,West,Small Market
03-01-2010,4,Caffe Latte,Espresso,Regular,112,35,63,49,28,16,611,40,40,60,100,253,Washington,West,Small Market
03-01-2010,5,Caffe Mocha,Espresso,Regular,120,12,66,54,54,20,301,20,50,60,110,253,Washington,West,Small Market
03-01-2010,6,Decaf Espresso,Espresso,Decaf,155,40,84,71,44,22,950,50,60,80,140,425,Washington,West,Small Market
03-01-2010,3,Decaf Irish Cream,Coffee,Decaf,227,16,132,95,116,86,532,70,110,170,280,206,Washington,West,Small Market
03-01-2010,8,Chamomile,Herbal Tea,Decaf,309,115,186,123,71,40,932,120,100,170,270,206,Washington,West,Small Market
03-01-2010,9,Lemon,Herbal Tea,Decaf,82,29,49,33,20,9,768,50,20,50,70,360,Washington,West,Small Market
03-01-2010,11,Darjeeling,Tea,Regular,167,62,105,62,43,19,346,40,40,70,110,206,Washington,West,Small Market
03-01-2010,12,Earl Grey,Tea,Regular,129,38,77,52,39,16,376,30,30,50,80,253,Washington,West,Small Market
03-01-2010,13,Green Tea,Tea,Regular,150,0,87,63,87,57,506,10,40,60,100,206,Washington,West,Small Market
03-01-2010,2,Columbian,Coffee,Regular,150,48,89,61,41,19,325,80,70,110,180,206,Washington,West,Small Market
04-01-2010,1,Amaretto,Coffee,Regular,223,96,132,91,36,25,777,110,90,140,230,720,Colorado,Central,Major Market
04-01-2010,2,Columbian,Coffee,Regular,178,63,100,78,37,25,593,70,80,100,180,970,Colorado,Central,Major Market
04-01-2010,11,Darjeeling,Tea,Regular,121,13,67,54,54,20,337,20,40,60,100,303,Colorado,Central,Major Market
04-01-2010,12,Earl Grey,Tea,Regular,138,34,75,63,41,19,965,40,50,70,120,719,Colorado,Central,Major Market
04-01-2010,13,Green Tea,Tea,Regular,106,32,60,46,28,15,608,40,30,60,90,303,Colorado,Central,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,198,84,117,81,33,22,460,110,90,140,230,720,Colorado,Central,Major Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,170,48,102,68,54,22,559,80,70,130,200,719,Colorado,Central,Major Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,245,105,145,100,40,28,822,120,100,150,250,303,Colorado,Central,Major Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,325,94,163,162,69,45,1091,100,130,150,280,303,Colorado,Central,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,125,-4,73,52,77,47,433,20,40,70,110,719,Colorado,Central,Major Market
04-01-2010,10,Mint,Herbal Tea,Decaf,129,29,74,55,45,18,336,40,40,70,110,719,Colorado,Central,Major Market
04-01-2010,2,Columbian,Coffee,Regular,456,156,265,191,109,63,865,170,200,270,470,217,Illinois,Central,Major Market
04-01-2010,11,Darjeeling,Tea,Regular,198,83,117,81,34,22,460,80,60,110,170,815,Illinois,Central,Major Market
04-01-2010,12,Earl Grey,Tea,Regular,170,49,102,68,53,22,559,40,50,90,140,630,Illinois,Central,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,587,220,335,252,115,83,1316,280,290,400,690,217,Illinois,Central,Major Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,478,149,239,239,90,66,1464,200,270,290,560,217,Illinois,Central,Major Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,301,116,178,123,62,39,611,130,130,180,310,309,Illinois,Central,Major Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,223,95,132,91,37,25,777,100,70,120,190,224,Illinois,Central,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,178,62,100,78,38,25,593,60,60,90,150,224,Illinois,Central,Major Market
04-01-2010,10,Mint,Herbal Tea,Decaf,245,106,145,100,39,28,822,110,80,130,210,618,Illinois,Central,Major Market
04-01-2010,1,Amaretto,Coffee,Regular,47,11,28,19,17,5,820,10,20,20,40,515,Iowa,Central,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,478,148,239,239,91,66,1464,140,200,220,420,319,Iowa,Central,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,578,186,318,260,132,98,1423,160,220,280,500,515,Iowa,Central,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,43,10,26,17,16,4,776,30,10,40,50,563,Iowa,Central,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,43,32,43,0,11,0,688,40,0,50,50,712,Iowa,Central,Small Market
04-01-2010,2,Columbian,Coffee,Regular,61,3,33,28,30,8,964,20,20,40,60,515,Iowa,Central,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,49,9,28,21,19,6,614,20,20,30,50,319,Iowa,Central,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,587,220,335,252,115,83,1316,210,210,300,510,563,Iowa,Central,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,301,115,178,123,63,39,611,120,100,160,260,319,Iowa,Central,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,88,11,51,37,40,12,195,10,30,40,70,636,Missouri,Central,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,65,-9,36,29,45,11,169,-10,20,30,50,314,Missouri,Central,Small Market
04-01-2010,13,Green Tea,Tea,Regular,79,-2,44,35,46,13,197,-10,30,30,60,573,Missouri,Central,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,115,43,68,47,25,13,821,60,50,80,130,660,Missouri,Central,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,112,44,67,45,23,12,777,60,50,80,130,573,Missouri,Central,Small Market
04-01-2010,2,Columbian,Coffee,Regular,178,35,98,80,63,30,494,50,80,100,180,573,Missouri,Central,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,167,47,91,76,44,23,965,50,80,90,170,660,Missouri,Central,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,107,-6,63,44,69,40,261,10,30,60,90,314,Missouri,Central,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,133,-12,40,93,52,28,840,10,70,40,110,660,Missouri,Central,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,222,73,134,88,61,29,653,70,70,120,190,740,Ohio,Central,Major Market
04-01-2010,12,Earl Grey,Tea,Regular,267,97,155,112,58,34,502,90,90,140,230,937,Ohio,Central,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,325,93,163,162,70,45,1091,130,180,200,380,567,Ohio,Central,Major Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,121,13,67,54,54,20,337,30,60,80,140,419,Ohio,Central,Major Market
04-01-2010,1,Amaretto,Coffee,Regular,129,28,74,55,46,18,336,50,50,80,130,740,Ohio,Central,Major Market
04-01-2010,2,Columbian,Coffee,Regular,107,27,64,43,37,13,363,40,40,70,110,513,Ohio,Central,Major Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,125,-3,73,52,76,47,433,20,50,80,130,513,Ohio,Central,Major Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,53,16,32,21,16,5,454,30,10,30,40,216,Ohio,Central,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,75,26,45,30,19,8,820,40,20,40,60,614,Ohio,Central,Major Market
04-01-2010,11,Darjeeling,Tea,Regular,114,31,68,46,37,14,388,40,30,70,100,262,Wisconsin,Central,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,150,1,87,63,86,57,521,10,50,80,130,414,Wisconsin,Central,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,151,39,82,69,43,21,965,50,80,90,170,715,Wisconsin,Central,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,103,32,58,45,26,14,605,50,50,70,120,715,Wisconsin,Central,Small Market
04-01-2010,1,Amaretto,Coffee,Regular,127,16,70,57,54,21,313,20,60,70,130,920,Wisconsin,Central,Small Market
04-01-2010,2,Columbian,Coffee,Regular,227,17,132,95,115,86,554,30,100,130,230,715,Wisconsin,Central,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,195,58,112,83,54,27,433,80,80,120,200,414,Wisconsin,Central,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,133,46,84,49,38,15,342,50,40,70,110,262,Wisconsin,Central,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,121,47,72,49,25,13,779,50,40,60,100,608,Wisconsin,Central,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,115,43,68,47,25,13,821,60,40,80,120,203,Connecticut,East,Small Market
04-01-2010,13,Green Tea,Tea,Regular,62,18,37,25,19,7,775,30,20,40,60,475,Connecticut,East,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,150,0,87,63,87,57,521,10,60,80,140,860,Connecticut,East,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,119,24,68,51,44,16,311,40,40,70,110,475,Connecticut,East,Small Market
04-01-2010,2,Columbian,Coffee,Regular,292,107,176,116,69,38,962,110,110,160,270,203,Connecticut,East,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,178,34,98,80,64,30,494,30,60,70,130,959,Connecticut,East,Small Market
04-01-2010,10,Mint,Herbal Tea,Decaf,167,46,91,76,45,23,965,60,50,80,130,860,Connecticut,East,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,85,30,51,34,21,9,821,50,30,60,90,904,Florida,East,Major Market
04-01-2010,13,Green Tea,Tea,Regular,121,47,72,49,25,13,779,60,50,80,130,754,Florida,East,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,227,17,132,95,115,86,554,30,90,130,220,786,Florida,East,Major Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,195,58,112,83,54,27,433,80,70,120,190,904,Florida,East,Major Market
04-01-2010,2,Columbian,Coffee,Regular,222,73,134,88,61,29,653,90,80,130,210,305,Florida,East,Major Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,267,98,155,112,57,34,502,100,100,150,250,561,Florida,East,Major Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,103,31,58,45,27,14,605,30,30,50,80,305,Florida,East,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,127,15,70,57,55,21,313,20,40,50,90,305,Florida,East,Major Market
04-01-2010,10,Mint,Herbal Tea,Decaf,151,39,82,69,43,21,965,40,50,60,110,754,Florida,East,Major Market
04-01-2010,11,Darjeeling,Tea,Regular,75,26,45,30,19,8,820,40,30,50,80,781,Massachusetts,East,Major Market
04-01-2010,13,Green Tea,Tea,Regular,53,16,32,21,16,5,454,20,20,30,50,781,Massachusetts,East,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,117,-12,65,52,77,47,458,10,40,70,110,617,Massachusetts,East,Major Market
04-01-2010,7,Regular Espresso,Espresso,Regular,325,94,163,162,69,45,1091,100,150,160,310,351,Massachusetts,East,Major Market
04-01-2010,2,Columbian,Coffee,Regular,519,397,451,68,54,22,NULL,400,60,430,490,774,Massachusetts,East,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,121,13,67,54,54,20,337,20,40,50,90,508,Massachusetts,East,Major Market
04-01-2010,11,Darjeeling,Tea,Regular,47,12,28,19,16,5,820,20,20,30,50,603,New Hampshire,East,Small Market
04-01-2010,13,Green Tea,Tea,Regular,43,32,43,0,11,0,688,30,0,40,40,603,New Hampshire,East,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,107,-6,63,44,69,40,261,10,40,60,100,603,New Hampshire,East,Small Market
04-01-2010,7,Regular Espresso,Espresso,Regular,65,-9,36,29,45,11,169,0,20,40,60,603,New Hampshire,East,Small Market
04-01-2010,1,Amaretto,Coffee,Regular,121,33,72,49,39,15,241,40,40,70,110,603,New Hampshire,East,Small Market
04-01-2010,2,Columbian,Coffee,Regular,125,27,75,50,48,16,372,40,40,70,110,603,New Hampshire,East,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,79,-3,44,35,47,13,197,10,20,40,60,603,New Hampshire,East,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,245,105,145,100,40,28,822,130,100,160,260,585,New York,East,Major Market
04-01-2010,12,Earl Grey,Tea,Regular,223,95,132,91,37,25,777,120,90,150,240,631,New York,East,Major Market
04-01-2010,13,Green Tea,Tea,Regular,198,83,117,81,34,22,460,100,80,130,210,212,New York,East,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,66,-205,-59,125,146,113,1382,-190,120,-60,60,914,New York,East,Major Market
04-01-2010,7,Regular Espresso,Espresso,Regular,564,235,325,239,90,66,1262,250,220,330,550,516,New York,East,Major Market
04-01-2010,2,Columbian,Coffee,Regular,712,276,428,284,152,99,2108,280,270,400,670,631,New York,East,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,638,247,378,260,131,98,1558,200,190,300,490,631,New York,East,Major Market
04-01-2010,10,Mint,Herbal Tea,Decaf,189,-105,-20,209,85,64,1811,-70,150,-10,140,718,New York,East,Major Market
04-01-2010,4,Caffe Latte,Espresso,Regular,150,1,87,63,86,57,37,0,50,70,120,985,Louisiana,South,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,133,45,84,49,39,15,342,50,40,70,110,225,Louisiana,South,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,114,31,68,46,37,14,388,40,30,60,90,225,Louisiana,South,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,119,38,67,52,29,17,605,50,40,70,110,985,Louisiana,South,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,178,35,98,80,63,30,494,50,70,100,170,337,Louisiana,South,Small Market
04-01-2010,2,Columbian,Coffee,Regular,86,30,51,35,21,9,776,50,40,60,100,504,Louisiana,South,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,121,48,72,49,24,13,779,70,60,90,150,318,Louisiana,South,Small Market
04-01-2010,4,Caffe Latte,Espresso,Regular,65,-9,36,29,45,11,NULL,0,20,30,50,505,New Mexico,South,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,107,-6,63,44,69,40,261,10,30,60,90,505,New Mexico,South,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,88,12,51,37,39,12,195,10,30,40,70,505,New Mexico,South,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,47,12,28,19,16,5,820,20,10,30,40,505,New Mexico,South,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,61,3,33,28,30,8,964,10,20,30,50,505,New Mexico,South,Small Market
04-01-2010,2,Columbian,Coffee,Regular,125,27,75,50,48,16,372,50,60,90,150,505,New Mexico,South,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,133,-11,40,93,51,28,840,10,110,50,160,505,New Mexico,South,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,222,74,134,88,60,29,653,80,70,120,190,580,Oklahoma,South,Small Market
04-01-2010,4,Caffe Latte,Espresso,Regular,267,98,155,112,57,34,NULL,90,90,130,220,918,Oklahoma,South,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,53,16,32,21,16,5,454,30,10,30,40,580,Oklahoma,South,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,127,15,70,57,55,21,313,30,50,70,120,580,Oklahoma,South,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,227,16,132,95,116,86,554,30,90,130,220,405,Oklahoma,South,Small Market
04-01-2010,2,Columbian,Coffee,Regular,106,33,60,46,27,15,608,60,50,80,130,405,Oklahoma,South,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,75,25,45,30,20,8,820,50,30,60,90,405,Oklahoma,South,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,198,84,117,81,33,22,460,90,60,110,170,956,Texas,South,Major Market
04-01-2010,4,Caffe Latte,Espresso,Regular,170,48,102,68,54,22,9,50,50,90,140,832,Texas,South,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,223,96,132,91,36,25,777,100,70,120,190,325,Texas,South,Major Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,129,28,74,55,46,18,336,40,50,70,120,817,Texas,South,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,107,27,64,43,37,13,363,30,40,60,100,325,Texas,South,Major Market
04-01-2010,2,Columbian,Coffee,Regular,456,161,247,209,86,64,969,230,260,310,570,832,Texas,South,Major Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,178,63,100,78,37,25,593,100,90,130,220,903,Texas,South,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,119,37,67,52,30,17,605,50,40,70,110,801,Utah,West,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,115,43,68,47,25,13,821,50,40,70,110,435,Utah,West,Small Market
04-01-2010,4,Caffe Latte,Espresso,Regular,112,43,67,45,24,12,777,40,40,60,100,435,Utah,West,Small Market
04-01-2010,1,Amaretto,Coffee,Regular,167,47,91,76,44,23,965,70,90,110,200,435,Utah,West,Small Market
04-01-2010,2,Columbian,Coffee,Regular,119,25,68,51,43,16,311,50,60,80,140,435,Utah,West,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,178,34,98,80,64,30,494,70,100,120,220,435,Utah,West,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,121,34,72,49,38,15,241,30,40,60,100,435,Utah,West,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,125,28,75,50,47,16,372,40,40,70,110,435,Utah,West,Small Market
04-01-2010,10,Mint,Herbal Tea,Decaf,133,-11,40,93,51,28,840,0,70,40,110,435,Utah,West,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,107,-6,63,44,69,40,261,10,20,50,70,435,Utah,West,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,88,11,51,37,40,12,195,10,20,30,50,435,Utah,West,Small Market
04-01-2010,13,Green Tea,Tea,Regular,65,-8,36,29,44,11,169,10,10,30,40,435,Utah,West,Small Market
04-01-2010,4,Caffe Latte,Espresso,Regular,478,148,239,239,91,66,1464,150,220,230,450,925,California,West,Major Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,298,26,173,125,147,113,729,30,120,160,280,805,California,West,Major Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,587,220,335,252,115,83,1316,220,240,320,560,831,California,West,Major Market
04-01-2010,1,Amaretto,Coffee,Regular,110,-76,-13,123,63,39,964,-70,150,-20,130,818,California,West,Major Market
04-01-2010,2,Columbian,Coffee,Regular,712,276,428,284,152,99,2108,400,350,540,890,209,California,West,Major Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,159,-141,-32,191,109,63,1564,-150,240,-50,190,916,California,West,Major Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,245,106,145,100,39,28,822,110,80,130,210,408,California,West,Major Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,456,162,247,209,85,64,969,170,170,230,400,707,California,West,Major Market
04-01-2010,10,Mint,Herbal Tea,Decaf,178,62,100,78,38,25,593,60,60,90,150,805,California,West,Major Market
04-01-2010,11,Darjeeling,Tea,Regular,223,96,132,91,36,25,777,80,60,90,150,805,California,West,Major Market
04-01-2010,12,Earl Grey,Tea,Regular,198,83,117,81,34,22,460,70,50,80,130,530,California,West,Major Market
04-01-2010,13,Green Tea,Tea,Regular,170,48,102,68,54,22,559,40,40,70,110,415,California,West,Major Market
04-01-2010,4,Caffe Latte,Espresso,Regular,43,32,43,0,11,0,688,30,0,40,40,775,Nevada,West,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,47,11,28,19,17,5,820,20,10,30,40,702,Nevada,West,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,43,10,26,17,16,4,776,20,10,30,40,775,Nevada,West,Small Market
04-01-2010,2,Columbian,Coffee,Regular,79,-2,44,35,46,13,197,10,40,50,90,775,Nevada,West,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,61,4,33,28,29,8,964,20,30,40,70,775,Nevada,West,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,298,27,173,125,146,113,729,50,100,160,260,775,Nevada,West,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,456,156,265,191,109,63,865,160,160,240,400,775,Nevada,West,Small Market
04-01-2010,10,Mint,Herbal Tea,Decaf,301,115,178,123,63,39,611,110,100,160,260,702,Nevada,West,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,587,219,335,252,116,83,1316,160,160,230,390,702,Nevada,West,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,478,149,239,239,90,66,1464,110,150,170,320,775,Nevada,West,Small Market
04-01-2010,13,Green Tea,Tea,Regular,26,-365,-260,260,131,98,3049,-250,170,-170,0,702,Nevada,West,Small Market
04-01-2010,4,Caffe Latte,Espresso,Regular,121,13,67,54,54,20,337,20,50,60,110,541,Oregon,West,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,129,28,74,55,46,18,336,40,50,70,120,971,Oregon,West,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,325,93,163,162,70,45,1091,100,150,160,310,503,Oregon,West,Small Market
04-01-2010,1,Amaretto,Coffee,Regular,125,-3,73,52,76,47,433,30,60,90,150,971,Oregon,West,Small Market
04-01-2010,2,Columbian,Coffee,Regular,119,8,70,49,62,16,399,30,60,80,140,503,Oregon,West,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,87,31,52,35,21,9,777,40,30,40,70,971,Oregon,West,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,106,32,60,46,28,15,608,40,30,60,90,971,Oregon,West,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,53,15,32,21,17,5,454,20,10,20,30,503,Oregon,West,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,222,73,134,88,61,29,653,70,50,100,150,541,Oregon,West,Small Market
04-01-2010,13,Green Tea,Tea,Regular,267,98,155,112,57,34,502,70,70,110,180,971,Oregon,West,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,107,28,64,43,36,13,363,50,50,80,130,503,Oregon,West,Small Market
04-01-2010,4,Caffe Latte,Espresso,Regular,103,32,58,45,26,14,605,30,40,50,90,206,Washington,West,Small Market
04-01-2010,5,Caffe Mocha,Espresso,Regular,127,15,70,57,55,21,313,30,50,70,120,253,Washington,West,Small Market
04-01-2010,6,Decaf Espresso,Espresso,Decaf,151,39,82,69,43,21,965,60,60,80,140,206,Washington,West,Small Market
04-01-2010,2,Columbian,Coffee,Regular,169,54,100,69,46,22,340,90,80,130,210,509,Washington,West,Small Market
04-01-2010,8,Chamomile,Herbal Tea,Decaf,292,106,176,116,70,38,962,110,90,160,250,253,Washington,West,Small Market
04-01-2010,9,Lemon,Herbal Tea,Decaf,86,30,51,35,21,9,776,40,30,40,70,509,Washington,West,Small Market
04-01-2010,11,Darjeeling,Tea,Regular,133,45,84,49,39,15,342,40,30,60,90,253,Washington,West,Small Market
04-01-2010,12,Earl Grey,Tea,Regular,114,30,68,46,38,14,388,20,30,40,70,253,Washington,West,Small Market
04-01-2010,13,Green Tea,Tea,Regular,150,0,87,63,87,57,521,10,40,60,100,253,Washington,West,Small Market
04-01-2010,3,Decaf Irish Cream,Coffee,Decaf,227,17,132,95,115,86,554,70,110,170,280,206,Washington,West,Small Market
05-01-2010,1,Amaretto,Coffee,Regular,256,111,152,104,41,29,821,120,110,150,260,720,Colorado,Central,Major Market
05-01-2010,2,Columbian,Coffee,Regular,190,68,107,83,39,27,584,80,80,110,190,303,Colorado,Central,Major Market
05-01-2010,11,Darjeeling,Tea,Regular,118,12,65,53,53,20,361,20,40,60,100,720,Colorado,Central,Major Market
05-01-2010,12,Earl Grey,Tea,Regular,122,27,66,56,39,17,992,30,40,60,100,303,Colorado,Central,Major Market
05-01-2010,13,Green Tea,Tea,Regular,99,30,56,43,26,14,602,30,30,50,80,719,Colorado,Central,Major Market
05-01-2010,5,Caffe Mocha,Espresso,Regular,210,88,124,86,36,24,499,120,90,150,240,303,Colorado,Central,Major Market
05-01-2010,6,Decaf Espresso,Espresso,Decaf,160,44,96,64,52,21,593,60,70,110,180,303,Colorado,Central,Major Market
05-01-2010,3,Decaf Irish Cream,Coffee,Decaf,256,112,152,104,40,29,871,120,110,150,260,720,Colorado,Central,Major Market
